rank,commodityCode,goodsDescription,countryOfOriginCode,countryOfOriginName,manufacturerName,exporterNameAndAddress,uomCode,uomDesc,packetSize,requestedAmount,requestedOtherInformation,assessedAmount,assessedOtherInformation,recommendedAmount,recommendedOtherInformation
768,3822000000,"Diluent MultiAssay Elecsys,cobas e [3609987190] [2-methyl-2H-isothiazol-3-one hydrochloride
]",,,,,TNE,Metric tons,,500,,500,,500,
769,3822000000,"E Cadherin (EP700Y) PAb, Cell Marque [5973872001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
770,3822000000,Elecsys Anti-HAV-IgM (Anti-HAV IgM Elecsys cobas e 100) (11820591122) (2-methyl-2H-isothiazol-3-one hydrochloride and Polidocanol),,,,,TNE,Metric tons,,500,,500,,500,
771,3822000000,"Elecsys Anti-HBc II(Anti-HBc G2 Elecsys cobas e 100) (07374160190) (2-methyl-2H-isothiazol-3-one hydrochloride, (R*,R*)-1,4-dimercaptobutane2,3-diol and Polidocanol)",,,,,TNE,Metric tons,,500,,500,,500,
772,3822000000,Elecsys Anti-SARS-CoV-2 (Anti-SARS-CoV-2 Elecsys cobas e 200) (09203095190) (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
773,3822000000,Elecsys PTH STA (PTH STAT Elecsys cobas e 100) [04892470190] (2-methyl-2H-isothiazol-3-one hydrochloride,,,,,TNE,Metric tons,,500,,500,,500,
774,3822000000,Elecsys PTH(PTH Elecsys cobas e 100) [011972103122] (2-methyl-2H-isothiazol-3-one hydrochloride,,,,,TNE,Metric tons,,500,,500,,500,
775,3822000000,Elecsys Rubella IgG (Rubella IgG Elecsys cobas e 100) [04618793190](2-methyl-2H-isothiazol-3-one hy drochloride),,,,,TNE,Metric tons,,500,,500,,500,
776,3822000000,Elecsys Rubella IgM (Rubella IgM Elecsys cobas e 100) [04618831190] (2-methyl-2H-isothiazol-3-one hy drochloride and dipotassium hydrogenorthophosphate,,,,,TNE,Metric tons,,500,,500,,500,
777,3822000000,Elecycs SHBG 03052001190 (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
778,3822000000,"EP-CAM (Ber-EP4) PAb, Cell Marque [5435676001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
779,3822000000,"Estr./Prog. Diluent Elecsys,cobas e (Diluent Progesterone/Estradiol) [3028542122] [reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1)]",,,,,TNE,Metric tons,,500,,500,,500,
780,3822000000,Estradiol G3 CS Elecsys (Estradiol III Cal Set) [6656048190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
781,3822000000,Estradiol G3 Elecsys cobas e 100 (Elecsys Estradiol III) [2-methyl-2H-isothiazol-3-one hy-drochloride],,,,,TNE,Metric tons,,500,,500,,500,
782,3822000000,"ETOH Gen.2, 100Tests, cobas c, INTEGRA [3183777190] [sodium azide, Dehydrogenase,
alcohol (nicotinamide adenine dinucleotide (phosphate))]",,,,,TNE,Metric tons,,500,,500,,500,
783,3822000000,"EvoScript Universal Cdna Master 100 rxn [H20], [GLYCEROL], [EDETIC ACID], [Nucleotidyltrans-ferase, deoxyribo-nucleate],Nucleotidyltrans-ferase, deoxyribo-nucleate, RNA-dependent",,,,,TNE,Metric tons,,500,,500,,500,
784,3822000000,Exome Panel (45Mb)[20020183] [Water 7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
785,3822000000,"FERR Gen.4, 250Tests cobas c [4885317190][2-methyl-2H-isothiazol-3-one hydrochloride]",,,,,TNE,Metric tons,,500,,500,,500,
786,3822000000,Ferritin CS Elecsys V2 [3737586190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
787,3822000000,Ferritin Elecsys cobas e 200 [4491785190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
788,3822000000,"Flex Lysis reagent Kit (LP#-PK1, PROTEINASE K) [20018706] [Proteinase K, glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
789,3822000000,"Folate RBC CS Elecsys [5944309190] [5-bromo-5-nitro-1,3-dioxane]",,,,,TNE,Metric tons,,500,,500,,500,
790,3822000000,"Folate RBC Elecsys cobas e 100 [5944295190] [mesna , sodium hydroxide, 2-methyl-2H-isothiazol-3-one hydrochloride
disodium tetraborate decahydrate]",,,,,TNE,Metric tons,,500,,500,,500,
791,3822000000,"Folate RBC Hemolyzing Elecsys,cobas e [5944317190] [ascorbic acid]",,,,,TNE,Metric tons,,500,,500,,500,
792,3822000000,"FT4 G3 CS Elecsys[7976879190] [2-methyl-2H-isothiazol-3-one hydrochloride, DL-thyroxin, ethanol]",,,,,TNE,Metric tons,,500,,500,,500,
793,3822000000,German Consortia:HBO Cancer NRCC PNL  (GA#-HP3) 15069584 (Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
794,3822000000,"Glial Fib Acidic Ptn(EP672Y),Cell Marque [5269784001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
795,3822000000,"HAPT Gen.2, 100Tests, cobas c, Integra [3005593322] [Polyethylenglycol
6000, sodium azide, dipotassium hydrogenorthophos]",,,,,TNE,Metric tons,,500,,500,,500,
796,3822000000,"HbA1c TQ Gen.3, 200Tests,cobas c111,[2-methyl-2H-isothiazol-3-one hy-
drochloride]",,,,,TNE,Metric tons,,500,,500,,500,
797,3822000000,"HbA1c TQ haemolyzing rgt, cobas c [4528182190] [tetradonium bromide, Edetic acid disodium salt dihydrate (EDTA-2Na-2H2O), Brij 35, 2-methyl-2H-isothiazol-3-one hydrochloride]",,,,,TNE,Metric tons,,500,,500,,500,
798,3822000000,"HBsAg Confirmatory Test Elecsys,cobas e [11820648122] [2-methyl-2H-isothiazol-3-one hydrochloride, Heparin sodium
salt]",,,,,TNE,Metric tons,,500,,500,,500,
799,3822000000,"HBsAg G2 quant G2 Elecsys cobas e 100 [2-methyl-2H-isothiazol-3-one hy-
drochloride]",,,,,TNE,Metric tons,,500,,500,,500,
800,3822000000,"HBsAg Rapid Test, Ds R0040S (Sodium Azide)",,,,,TNE,Metric tons,,500,,500,,500,
801,3822000000,"HCG STAT CS Elecsys V2 [3303071190] [2-methyl-2H-isothiazol-3-one hydrochloride
]",,,,,TNE,Metric tons,,500,,500,,500,
802,3822000000,"HCG STAT Elecsys cobas e 100 V2 [3300811190] [2-methyl-2H-isothiazol-3-one hydrochloride, dipotassium hydrogenorthophosphate, Thermo-BSAStreptavidin, inact.,
rec.]",,,,,TNE,Metric tons,,500,,500,,500,
803,3822000000,"HCG+beta CS Elecsys V2 [3302652190] [Citric acid monohydrate, 2-methyl-2H-isothiazol-3-one hydrochloride,]",,,,,TNE,Metric tons,,500,,500,,500,
804,3822000000,"HCG+beta Elecsys cobas e 100 V2 [3271749190] [2-methyl-2H-isothiazol-3-one hydrochloride, dipotassium hydrogenorthophosphate]",,,,,TNE,Metric tons,,500,,500,,500,
805,3822000000,"HDLC4, 350T, cobas c, Integra [2-hydroxy-3-[[2-hydroxy-1,1-
bis(hydroxymethyl)ethyl]amino]pro
panesulphonic acid]",,,,,TNE,Metric tons,,500,,500,,500,
806,3822000000,"Hematoxylin II [5277965001] [acetic acid, ethane-1,2-diol, Polyethylenglycol
20]",,,,,TNE,Metric tons,,500,,500,,500,
807,3822000000,"Hepatocyte Spec Ant(OCH1E5),Cell Marque [5269792001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
808,3822000000,"HG PPT 8.5ml 16100 C E 362799 (TUBE PPT PLH 16X100 8.5 MLBLCE R/BL) (Silane, dichlorodimethyl-, reaction products with silica - Inhalable dust.",,,,,TNE,Metric tons,,500,,500,,500,
809,3822000000,hGH CS Elecsys [5390133190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
810,3822000000,"hGH Elecsys cobas e 100 [5390125190] [2-methyl-2H-isothiazol-3-one hydrochloride, dipotassium hydrogenorthophosphate]",,,,,TNE,Metric tons,,500,,500,,500,
811,3822000000,HiSeq X? Five Reagent Kit v2.5- 10 pack 15072102 (GA#-PW1) (Water7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
812,3822000000,HiSeq X? Five Reagent Kit v2.5 15072101 (GA#-PW1)(Water),,,,,TNE,Metric tons,,500,,500,,500,
813,3822000000,HiSeq X? Ten Reagent Kit v2.5- 10 pack 15072100 (GA#-PW1) (Water),,,,,TNE,Metric tons,,500,,500,,500,
814,3822000000,HiSeq X? Ten Reagent Kit v2.5 15072099 (GA#-PW1) (Water),,,,,TNE,Metric tons,,500,,500,,500,
815,3822000000,HiSeq? 3000/4000 PE Cluster Kit (BULK.GA#-PW1) [15067093](water),,,,,TNE,Metric tons,,500,,500,,500,
816,3822000000,"HiSeq? 3000/4000 SBS Kit (150cycles)(HS#-HB1, HT SBS Buffer 1, 136 ml) [15067091](water)",,,,,TNE,Metric tons,,500,,500,,500,
817,3822000000,"HiSeq? Rapid Duo cBot? SampleLoading Kit[15057828] (Sodium chloride
7647-14-5)",,,,,TNE,Metric tons,,500,,500,,500,
818,3822000000,"HiSeq? Rapid PE Cluster Kit v2[15045007] Sodium chloride
7647-14-5",,,,,TNE,Metric tons,,500,,500,,500,
819,3822000000,"HiSeq? Rapid Rehybridization Kit (HS#-HP10, Primer Mix, Read 1) [15058439]Sodium chloride 7647-14-5",,,,,TNE,Metric tons,,500,,500,,500,
820,3822000000,HiSeq? Rapid SR Cluster Kit v2[15045006] (Water 7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
821,3822000000,"HITACHI I PRECISET TDM 1 [3375790190] [sodium azide, Methanol, dimethyl sulfoxide, N,Ndimethylformamide]",,,,,TNE,Metric tons,,500,,500,,500,
822,3822000000,"HITACHI I PRECISET TDM 2 [3375781190] [sodium azide, methanol, Lidocaine hydrochloride, monohydrate
, digitoxin]",,,,,TNE,Metric tons,,500,,500,,500,
823,3822000000,"HIV Ag Confirmatory Test Elecsys,cobas e [12001101122] [2-methyl-2H-isothiazol-3-one hydrochloride, Heparin sodium
salt]",,,,,TNE,Metric tons,,500,,500,,500,
824,3822000000,"HIV Ag Elecsys cobas e 100 [11971611122] [Nonidet? P 40 Substitute, 2-methyl-2H-isothiazol-3-one hydrochloride]",,,,,TNE,Metric tons,,500,,500,,500,
825,3822000000,"HIV PC Elecsys [5162645190] [2-methyl-2H-isothiazol-3-one hydrochloride, Citric acid monohydrate ]",,,,,TNE,Metric tons,,500,,500,,500,
826,3822000000,"Homocysteine 100Tests, cobas c,Integra(HCYS) [5385415190] [sodium azide, glycerol, Dehydrogenase,glutamate, Deaminase, adenosine, edetic acid]",,,,,TNE,Metric tons,,500,,500,,500,
827,3822000000,Homocysteine Calibrator Kit 2x3ml [5385504190] [sodium azide],,,,,TNE,Metric tons,,500,,500,,500,
828,3822000000,Homocysteine Control Kit [5142423190] [sodium azide],,,,,TNE,Metric tons,,500,,500,,500,
829,3822000000,"HP PCR Template Preparation kit [11796828001] [Edetic acid disodium salt dihydrate (EDTA-2Na-2H2O), guanidinium chloride, alpha-(4-(1,1,3,3-
Tetramethylbutyl)phenyl)-omegahydroxypoly(oxy-1,2-ethanediyl)]",,,,,TNE,Metric tons,,500,,500,,500,
830,3822000000,"HP RNA Isolation Kit, [guanidinium chloride], [hydroxypoly(oxy-1,2-ethanediyl)], Nuclease, deoxyribo-",,,,,TNE,Metric tons,,500,,500,,500,
831,3822000000,"HSQ X cBot Multi-PRMR ReHYBRID KT v2 (BULK,LDR1) [15063685](Formamide 75-12-7)",,,,,TNE,Metric tons,,500,,500,,500,
832,3822000000,"HSQ? 3k/4k cBot Multi-PRMR ReHYBRID Kit (BULK,LDR1)[15067574]Formamide",,,,,TNE,Metric tons,,500,,500,,500,
833,3822000000,"HSQ? Multi-PRMR Rehybridization Kit v4 (HS#-SB2, SBS Buf 2 (Incorp. Buffer) (50-Cycle)) [15051807]5-Chloro-2-methyl-2,3-dihydroisothiazol-3-one and2-Methyl-2,3-dihydroisothiazol-3-one (3:1)",,,,,TNE,Metric tons,,500,,500,,500,
834,3822000000,"HT1 Buffer (GA#-HT1,cbot 15 mL TUBE) [20015892]Sodium chloride 7647-14-5",,,,,TNE,Metric tons,,500,,500,,500,
835,3822000000,IDT for Illumina TruSeq DNA UD Indices [20022370] [Control Oligo Stock],,,,,TNE,Metric tons,,500,,500,,500,
836,3822000000,IDT for Illumina TruSeq RNA UD Indices [20022371] [Control Oligo Stock],,,,,TNE,Metric tons,,500,,500,,500,
837,3822000000,IDT FOR ILMN UMI DNA INDEX ANCHORS SET C (96 UDI PCR INDX SetC) [20034703] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
838,3822000000,IDT FOR ILMN UMI DNA INDEX ANCHORS SET D (96 UDI PCR INDX SetD) [20034704] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
839,3822000000,IDT ILMN DNA/RNA UDI A Tag 96 Idx 96 Spl [20027213] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
840,3822000000,IDT ILMN DNA/RNA UDI B Tag 96 Idx 96 Spl [20027214] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
841,3822000000,IDT ILMN RNA UDI A Lig 96 Idx 96 Spl (IDT FOR ILLUMINA RNA INDEX ANCHOR PLATE) [20040553] [Sodium chloride 7647-14-5],,,,,TNE,Metric tons,,500,,500,,500,
842,3822000000,IDT ILMN RNA UDI B Lig 96 Idx 96 Spl [20040554] [Water 7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
843,3822000000,IDT ILMN UMI DNA/RNA UDI A Lig 96Id96Spl [20034701] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
844,3822000000,IDT ILMN UMI DNA/RNA UDI B Lig 96Id96Spl (UMI DNA Index Anchors) [20034702] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
845,3822000000,IDT-ILMN PCR Index Set 1-4 (384 IDX) [20043137] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
846,3822000000,"IDT-TruSeq DNA UD Idx (24 Idx, 96 Spl) [20020590] [Control Oligo Stock]",,,,,TNE,Metric tons,,500,,500,,500,
847,3822000000,"IDT-TruSeq RNA UD Idx (24 Idx, 96 Spl) [20020591] [Control Oligo Stock]",,,,,TNE,Metric tons,,500,,500,,500,
848,3822000000,IgE CS Elecsys [11930427122] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
849,3822000000,"IgE G2 Elecsys cobas e 100 [4827031190] [Polidocanol , 2-methyl-2H-isothiazol-3-one hydrochloride]",,,,,TNE,Metric tons,,500,,500,,500,
850,3822000000,IGF-1 CS Elecsys 07475969190 (Edetic acid disodium salt dihy drate (EDTA-2Na-2H2O)),,,,,TNE,Metric tons,,500,,500,,500,
851,3822000000,"IGG Gen.2, 150Tests, cobas c [3507432190] [Polyoxyethlene alkyl ether, Secondary alcohol ethoxylated
propoxylated]",,,,,TNE,Metric tons,,500,,500,,500,
852,3822000000,"IGM Gen.2, 150Tests, cobas c [3507190190] [Polyoxyethlene alkyl ether, Secondary alcohol ethoxylated
propoxylated]",,,,,TNE,Metric tons,,500,,500,,500,
853,3822000000,IL 6 CS Elecsys (Elecsys IL- 6) (Edetic acid disodium salt dihydrate (EDTA-2Na-2H2O)),,,,,TNE,Metric tons,,500,,500,,500,
854,3822000000,"IL 6 Elecsys cobas e 100 [5109442190] [2-methyl-2H-isothiazol-3-one hydrochloride, Polidocanol]",,,,,TNE,Metric tons,,500,,500,,500,
855,3822000000,"Illumina Lysis Kit (PB#IPB,Illumina PURIFICATION BEAD 10mL) [20042221] [Polyethylene glycol 25322-68-3]",,,,,TNE,Metric tons,,500,,500,,500,
856,3822000000,"Illumina? DNA Prep, (M) Tagmentation (96 Samples), (LP#-TB1, TAGMENTATION BUFFER),20018705 (N,N-Dimethylformamide)",,,,,TNE,Metric tons,,500,,500,,500,
857,3822000000,"ILMN DNA LP (S)Tag (16 Spl) [20025519] [N,N-Dimethylformamide]",,,,,TNE,Metric tons,,500,,500,,500,
858,3822000000,ILMN DNA LP w/Enrich (S)Tag (96 Spl) (GA#-HP3) 20025524 (Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
859,3822000000,"ILMN DNA PCR-Free LPK (24 SPL) (LP#-BLTPF, PCR-FREE BLT, FIN REAG) [20041794] [Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
860,3822000000,"ILMN DNA PCR-Free LPK (96 SPL) 20041795 (LP#-TWB, TAGMENT WASH BUFFER) (Sodium chloride 7647-14-5)",,,,,TNE,Metric tons,,500,,500,,500,
861,3822000000,"ILMN DNA PCR-Free R1 Seq Primer (TB, LP-VP10 FLEX PF CUST R1 PRIMER) [20041796] [Sodium chloride]",,,,,TNE,Metric tons,,500,,500,,500,
862,3822000000,"ILMN DNA PCR-Free Seq & Indexing Primer (TB, LP-VP10 FLEX PF CUST R1 PRIMER) [20041797] [Sodium chloride]",,,,,TNE,Metric tons,,500,,500,,500,
863,3822000000,"ILMN Free Adptr Blkng Rgnt (12 rxns) (NX#-RSB,RESUSPENSION BUFFER) 20024144 (Water7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
864,3822000000,"ILMN Free Adptr Blkng Rgnt (48 rxns) (LP, FAB, FREE ADAPTR BLOCKER 400ul) [20024145] [Sucrose]",,,,,TNE,Metric tons,,500,,500,,500,
865,3822000000,"ILMN Ribo-Zero Plus (16 Spl) (LP#-ELB, Elution Buffer 1.7 ml) [20040526] [5-Chloro-2-methyl-2,3-dihydroisothiazol-3-one and2-Methyl-2,3-dihydroisothiazol-3-one (3:1)]",,,,,TNE,Metric tons,,500,,500,,500,
866,3822000000,ILMN RNA Fast Hyb (16 Spl) (GA#-HP3) [20040540] [Sodium hydroxide],,,,,TNE,Metric tons,,500,,500,,500,
867,3822000000,ILMN RNA LP w/Enrich (L)Tag (16 Spl) (GA#-HP3)20040536 (Sodium hydroxide ),,,,,TNE,Metric tons,,500,,500,,500,
868,3822000000,"ILMN Strnd mRNA Prep Lig (16 Spl) (NX#-RSB,RESUSPENSION BUFFER) [20040532] [Water7732-18-5]",,,,,TNE,Metric tons,,500,,500,,500,
869,3822000000,"ILMN Strnd Total RNA Lig w/RBZ+ (16 Spl) (LP#-STL, Stop Ligation Buffer) [20040525] [Water7732-18-5]",,,,,TNE,Metric tons,,500,,500,,500,
870,3822000000,"INF Core-24 v1.2 Kit (1152 spl) WG#-MA1,INFINIUM [20024568]Mineral oil 8042-47-5",,,,,TNE,Metric tons,,500,,500,,500,
871,3822000000,"Inf HTSE ASA-24 v1.0 (23,040 Spl) WG#-XC4.INFINIUM II [20021675](Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
872,3822000000,"Inf HTSE ASA-24 v1.0 (4,608 Spl) WG#-XC4.INFINIUM II [20021674](Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
873,3822000000,"Inf Omni5-4 v1.2 Kit (384 smp) WG#-FRG.EUREKA [20005153](glycerol, sucrose)",,,,,TNE,Metric tons,,500,,500,,500,
874,3822000000,"INF OmniExpress-24 v1.3 Kit (1152 spl) WG#-MA1,INFINIUM [20024633]Mineral oil 8042-47-5",,,,,TNE,Metric tons,,500,,500,,500,
875,3822000000,"Infinium ASA-24 v1.0 Kit (1152 samples) WG#-MA1,INFINIUM (Mineral Oil)",,,,,TNE,Metric tons,,500,,500,,500,
876,3822000000,Infinium CoreExome-24v1.4 Kit (1152 Spl) WG#-PB2 [20039224]Propylene Glycol 57-55-6,,,,,TNE,Metric tons,,500,,500,,500,
877,3822000000,"Infinium Exome-24 v1.1 Kit (1152 smp) WG#-MA1,INFINIUM [20015248]Mineral oil 8042-47-5",,,,,TNE,Metric tons,,500,,500,,500,
878,3822000000,"INSTC,  65 Tests, cobas c [4851013190] [sodium azide, hydrogen chloride]",,,,,TNE,Metric tons,,500,,500,,500,
879,3822000000,"Insulin CS Elecsys [12017504122] [hydroxyl-2-pyridone, 2-methyl-2H-isothiazol-3-one hydrochloride]",,,,,TNE,Metric tons,,500,,500,,500,
880,3822000000,"Insulin Elecsys cobas e 100 [12017547122] [2-methyl-2H-isothiazol-3-one hydrochloride, Polidocanol]",,,,,TNE,Metric tons,,500,,500,,500,
881,3822000000,"IRON Gen.2, 200Tests, cobas c, Integra [3183696122] [Isotridecyl(PEG-Ether)n x n, Citric acid monohydrate , thiourea, 1-[1,3-bis(hydroxymethyl)-2,5-
dioxoimidazolidin-4-yl]-1,3-
bis(hydroxymethyl)urea]",,,,,TNE,Metric tons,,500,,500,,500,
882,3822000000,"IRON Standard, FE Standard [12146401216] [sulphuric acid]",,,,,TNE,Metric tons,,500,,500,,500,
883,3822000000,"ISD Sample PT Elecsys cobas e 100 [5889073190] [methanol, ethane-1,2-diol, zinc sulphate (hydrous) (mono-,
hexa- and hepta hydrate)]",,,,,TNE,Metric tons,,500,,500,,500,
884,3822000000,"ISE CALIBRATOR DIRECT (250 ML) [20763055122] [reaction mass of 5-chloro-2-
methyl-2H-isothiazol-3-one and 2-
methyl-2H-isothiazol-3-one (3:1)]",,,,,TNE,Metric tons,,500,,500,,500,
885,3822000000,"ISE CALIBRATOR INDIRECT (250 ML) [20763063122][reaction mass of 5-chloro-2-
methyl-2H-isothiazol-3-one and 2-
methyl-2H-isothiazol-3-one (3:1)]",,,,,TNE,Metric tons,,500,,500,,500,
886,3822000000,"ISE cleaning solution Sys Clean [11298500316] [sodium hydroxide, sodium hypochlorite]",,,,,TNE,Metric tons,,500,,500,,500,
887,3822000000,"ISE Internal Stand Gen.2, 2x2 Liter [4880455190] [reaction mass of 5-chloro-2-
methyl-2H-isothiazol-3-one and 2-
methyl-2H-isothiazol-3-one (3:1), 2,2',2''-
nitrilotriethanol]",,,,,TNE,Metric tons,,500,,500,,500,
888,3822000000,ISE REFERENCE ELECTR. cobas c 111 system [4838092001] [calcium chloride],,,,,TNE,Metric tons,,500,,500,,500,
889,3822000000,"iSeq 100 i1 Reagent 4 pack, GA#-PW1[20021534] (water)",,,,,TNE,Metric tons,,500,,500,,500,
890,3822000000,"iSeq 100 i1 Reagent v2 (300-cyc) 4 pack, GA#-PW1[20031374](water)",,,,,TNE,Metric tons,,500,,500,,500,
891,3822000000,"iSeq 100 i1 Reagent v2 (300-cyc) 8 pack, GA#-PW1[20040760]water",,,,,TNE,Metric tons,,500,,500,,500,
892,3822000000,iSeq 100 i1 Reagent v2 (300-cycle) GA#-PW1[20031371](Water 7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
893,3822000000,"iSeq 100 i1 Reagent, GA#-PW1[20021533](water)",,,,,TNE,Metric tons,,500,,500,,500,
894,3822000000,"KIT,CBOT MANIFOLD,HiSEQ, GA#-HP10,PRIMER MIX,READ 1 [15016825]Sodium chloride 7647-14-5",,,,,TNE,Metric tons,,500,,500,,500,
895,3822000000,Labmate Sample Collection Bundle (Nitrile),,,,,TNE,Metric tons,,500,,500,,500,
896,3822000000,"LabMate TaqMan CAP-CTM Bundle -960Tests (Nitrile,glycerol )",,,,,TNE,Metric tons,,500,,500,,500,
897,3822000000,"LACT Gen.2, 100Tests, cobas c, Integra (LACT2) [3183700190] [sodium azide, Oxidase, ascorbate, Oxygenase, lactate2-mono, Peroxidase, Dipotassium hydrogen phosphate 3 hydrate]",,,,,TNE,Metric tons,,500,,500,,500,
898,3822000000,"LC MULTIPLE RNA VIRUS MASTER, 200 REACTIONS [6754155001] [glycerol, Nucleotidyltransferase, deoxyribonucleate, RNAdependent, Taq DNA Polymerase]",,,,,TNE,Metric tons,,500,,500,,500,
899,3822000000,"LCS [5264839001] [Alkanes, C14-16, White mineral oil (petroleum)]",,,,,TNE,Metric tons,,500,,500,,500,
900,3822000000,"LDHI Gen.2 acc.IFCC, 300T, cobas c, Int. [3004732122] [hydroxylammonium chloride, 2-methyl-2H-isothiazol-3-one hydrochloride
]",,,,,TNE,Metric tons,,500,,500,,500,
901,3822000000,"LDL-C Gen.3, 100Tests, cobas c111, LDL-Cholesterol Gen.3 [reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1), OCTYLPHENOXYPOLYETHOXY-POLYPROPOXYPROPANOL.]",,,,,TNE,Metric tons,,500,,500,,500,
902,3822000000,"LDL-C Gen.3,200Tests, cobas c, Int, LDLC3 [reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one (3:1), hydrogen chloride]",,,,,TNE,Metric tons,,500,,500,,500,
903,3822000000,Lib Quant Kit (Illumina/Uni) [tetramethylammonium chloride],,,,,TNE,Metric tons,,500,,500,,500,
904,3822000000,"LightCycler 480 QC kit[4697804001] [dimethyl sulfoxide 6, glycerol, Taq DNA Polymerase]",,,,,TNE,Metric tons,,500,,500,,500,
905,3822000000,"LightCycler?? 480 Control Kit  [4710924001] [glycerol, Nucleotidyltransferase, deoxyribonucleate, dimethyl sulfoxide ]",,,,,TNE,Metric tons,,500,,500,,500,
906,3822000000,LightMix Modular EAV RNA Extract. Contr. [7374330001] [edetic acid ],,,,,TNE,Metric tons,,500,,500,,500,
907,3822000000,"LIPC, 200Tests, cobas c, Integra [3029590322] [N,N''-methylenebis[N'-[3-
(hydroxymethyl)-2,5-
dioxoimidazolidin-4-yl]urea], 2-methyl-2H-isothiazol-3-one hydrochloride]",,,,,TNE,Metric tons,,500,,500,,500,
908,3822000000,"LITHIUM, 100Tests, cobas c [4679598190] [sodium hydroxide]",,,,,TNE,Metric tons,,500,,500,,500,
909,3822000000,M-10CFL LYSE 100ML (Quaternary Ammonium Salts; Nonionic Surfactant; Isopropanol; Ethanol),,,,,TNE,Metric tons,,500,,500,,500,
910,3822000000,M-10CFL LYSE(EN/500ML) (Quaternary Ammonium Salts; Nonionic Surfactant; Isopropanol; Ethanol),,,,,TNE,Metric tons,,500,,500,,500,
911,3822000000,M-30D DILUENT 5.5L (Sodium chloride; Sodium sulfate anhydrous; Buffering agents; Anti fungal and Anti bacterial Agents),,,,,TNE,Metric tons,,500,,500,,500,
912,3822000000,M-52 DIFF LYSEÿ 100ML (Surfactant?3.50%; Quaternary ammonium salts),,,,,TNE,Metric tons,,500,,500,,500,
913,3822000000,M-53D DILUENT(20L) (Sodium chloride; Sodium sulfate anhydrous; Buffering agents; Anti fungal and Anti bacterial Agents),,,,,TNE,Metric tons,,500,,500,,500,
914,3822000000,"MG Gen.2, 250Tests, cobas c [6481647190] [sodium hydroxide, Brij 35, sodium azide]",,,,,TNE,Metric tons,,500,,500,,500,
915,3822000000,"MiniSeq High Output Kit (150 cycles) (BULK,LDR1) 15073753 (Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
916,3822000000,"MiniSeq High Output Kit (300 cycles) (BULK,LDR1) 15073755 (Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
917,3822000000,"MiniSeq High Output Kit (75 cycles) (BULK,LDR1) 15073752 (Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
918,3822000000,"MiniSeq Mid Output Kit (300 cycles) (BULK,LDR1) 15073757 (Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
919,3822000000,MiniSeq Rapid Reagent Kit (100 cyc) (MS#-LPM)  20044338 (Formamide),,,,,TNE,Metric tons,,500,,500,,500,
920,3822000000,MiSeq? Reagent Kit v2 (300 cycle) ( MS#-LPM) ( 15033412 (Water),,,,,TNE,Metric tons,,500,,500,,500,
